id_cliente;id_estandar;nombre_cliente;debe;haber;deudor;acreedor;activo;pasivo;perdida;ganancia;;
61011007;3.05.10.00;PREMIOS Y BONOS FIJOS;166524160;0;166524160;0;0;0;166524160;0;1671;0
61011008;3.05.10.00;PREMIOS Y BONOS VARIABLES;470225703;14529601;455696102;0;0;0;455696102;0;1671;0
61011009;3.05.10.00;HORAS EXTRAS;20439798;0;20439798;0;0;0;20439798;0;1671;0
61011010;3.05.10.00;FERIADO PROPORCIONAL;204730779;64548623;140182156;0;0;0;140182156;0;1671;0
61011011;3.05.10.00;SEGUROS DE SALUD Y VIDA;49046818;4663050;44383768;0;0;0;44383768;0;1671;0
61011012;3.05.10.00;APORTE PATRONAL Y SEG. CESANTÍA;197059576;2229203;194830373;0;0;0;194830373;0;1671;0
61011013;3.05.10.00;BENEFICIO EMPRESA;24852989;0;24852989;0;0;0;24852989;0;1671;0
61011014;3.05.10.00;SALA CUNA;10050000;0;10050000;0;0;0;10050000;0;1671;0
61011015;3.05.10.00;AGUINALDO;44486692;0;44486692;0;0;0;44486692;0;1671;0
61012001;3.05.10.00;ARRIENDOS FIJOS;1453215599;181637955;1271577644;0;0;0;1271577644;0;1671;0
61012002;3.05.10.00;ARRIENDO VARIABLE;98119779;47864132;50255647;0;0;0;50255647;0;1671;0
61012003;3.05.10.00;GASTOS COMUNES;643911607;129605797;514305810;0;0;0;514305810;0;1671;0
61012004;3.05.10.00;COMISION TRANSBANK;410499666;43280719;367218947;0;0;0;367218947;0;1671;0
61012005;3.05.10.00;COMISION MERCADOPAGO;81405508;3688480;77717028;0;0;0;77717028;0;1671;0
61012006;3.03.01.00;DEPRECIACIÓN DEL EJERCICIO;596979055;153483845;443495210;0;0;0;443495210;0;1671;0
61012007;3.05.10.00;SERV.BÁSICOS (LUZ AGUA GAS CABLE);127767880;32239037;95528843;0;0;0;95528843;0;1671;0
61012008;3.05.10.00;FLETES DESPACHOS Y LOGISTICA;777363919;331729569;445634350;0;0;0;445634350;0;1671;0
61012009;3.05.10.00;SEGUROS GENERALES;46818564;4609328;42209236;0;0;0;42209236;0;1671;0
61012010;3.05.10.00;MANTENCIÓN/REPARAC.INMUEBLES;236619546;43700880;192918666;0;0;0;192918666;0;1663;0
61012011;3.05.10.00;ASEGURADORA DE CHEQUES;12897371;0;12897371;0;0;0;12897371;0;1671;0
61012012;3.05.10.00;GASTOS PERSONAL/REPRESENTACIÓN;42949676;9335743;33613933;0;0;0;33613933;0;1671;0
61012013;3.05.10.00;TELEFONIA FIJA E INTERNET;17968782;1472558;16496224;0;0;0;16496224;0;1671;0
61012014;3.05.10.00;TELEFONIA CELULAR;7709511;2816184;4893327;0;0;0;4893327;0;1671;0
61012015;3.05.10.00;MANTENCIÓN SISTEMAS COMPUTACIONALES;402200880;202188372;200012508;0;0;0;200012508;0;1671;0
61012016;3.05.10.00;DATA CENTER Y ENLACES;233958631;104904591;129054040;0;0;0;129054040;0;1671;0
61012017;3.05.10.00;PATENTES COMERCIALES;24153396;3502918;20650478;0;0;0;20650478;0;1671;0
61012018;3.05.10.00;CONTRIBUCIONES;12178680;3773736;8404944;0;0;0;8404944;0;1671;0
61012019;3.05.10.00;SEGURIDAD;173947982;27311957;146636025;0;0;0;146636025;0;1671;0
61012020;3.05.10.00;DICOM;4165554;0;4165554;0;0;0;4165554;0;1671;0
61012021;3.05.10.00;DETERIORO DE INVENTARIO;635967540;578595596;57371944;0;0;0;57371944;0;1671;0
61012022;3.05.10.00;DETERIORO DEUDORES Y DOCUMENTOS INCOBRABLES;266952705;214330024;52622681;0;0;0;52622681;0;1671;0
61012023;3.05.10.00;REPARACION Y MANTENCIÓN DE EXISTENCIAS;18949444;10560930;8388514;0;0;0;8388514;0;1671;0
61012024;3.05.10.00;MANTENCIÓN DE VEHÍCULOS;5137166;129852;5007314;0;0;0;5007314;0;1671;0
61012025;3.05.10.00;COMBUSTIBLES;5259599;457014;4802585;0;0;0;4802585;0;1671;0
61012026;3.05.10.00;AUTOPISTAS, PEAJES Y ESTACIONAMIENTOS;3143427;212980;2930447;0;0;0;2930447;0;1671;0
61012028;3.05.10.00;COSTOS NO ASOCIADOS A EXISTENCIAS;3266256;756726;2509530;0;0;0;2509530;0;1671;0
61012029;3.03.01.00;AMORTIZACIÓN DEL EJERCICIO;139156144;37759719;101396425;0;0;0;101396425;0;1663;0
61012031;3.05.10.00;PASAJES POR VIAJES;23892102;3190693;20701409;0;0;0;20701409;0;1671;0
61012032;3.05.10.00;GASTOS DEL PERSONAL POR VIAJES;32477698;2352184;30125514;0;0;0;30125514;0;1671;0
61012033;3.05.10.00;SERVICIOS POR ASESORIAS;253926951;59284429;194642522;0;0;0;194642522;0;1671;0
61012034;3.05.10.00;UNIFORMES;17371437;2141800;15229637;0;0;0;15229637;0;1671;0
61012035;3.02.03.00;SINIESTRO Y ROBO;13058261;1769014;11289247;0;0;0;11289247;0;1660;0
61012036;3.02.03.00;GASTOS NO ASOCIADOS A EXISTENCIAS;5996061;1797701;4198360;0;0;0;4198360;0;1671;0
61012037;3.05.10.00;SERVICIOS EXTERNOS;461320076;238173662;223146414;0;0;0;223146414;0;1671;0
61012038;3.05.10.00;SERVICIOS EXTERNOS LOGISTICOS;401126302;162319903;238806399;0;0;0;238806399;0;1671;0
61012039;3.05.10.00;HONORARIOS;14006607;9680049;4326558;0;0;0;4326558;0;1671;0
61012040;3.05.10.00;CAPACITACIONES;7609374;27868;7581506;0;0;0;7581506;0;1671;0
61012041;3.05.10.00;HEAD HUNTER;9106730;0;9106730;0;0;0;9106730;0;1671;0
61012043;3.05.10.00;INSUMOS Y UTILES;74454080;4557866;69896214;0;0;0;69896214;0;1671;0
61012044;3.05.10.00;LEGALES E INTERESES;10822238;122231;10700007;0;0;0;10700007;0;1671;0
61012045;3.05.10.00;CORRESPONDENCIA;7374398;953467;6420931;0;0;0;6420931;0;1671;0
61012046;3.05.10.00;SERVICIO AL CLIENTE;111900;0;111900;0;0;0;111900;0;1671;0
61012047;3.05.10.00;IVA NO RECUPERABLE;8678883;1570112;7108771;0;0;0;7108771;0;1671;0
61013001;3.05.10.00;CATÁLOGOS AFICHES MATERIAL POP;11981436;735305;11246131;0;0;0;11246131;0;1671;0
61013002;3.05.10.00;PUBLICIDAD RADIO TV WEB DIARIOS;611206247;140515635;470690612;0;0;0;470690612;0;1671;0
61013003;3.05.10.00;MERCHANDISING;346250;0;346250;0;0;0;346250;0;1671;0
61013004;3.05.10.00;EVENTOS;8146314;844966;7301348;0;0;0;7301348;0;1671;0
61013006;3.05.10.00;GASTOS POR POSICIONAMIENTO;8970646;11611889;0;2641243;0;0;0;2641243;1671;0
61013007;3.02.03.00;CANJE PUBLICITARIO Y PREMIOS;1259311;0;1259311;0;0;0;1259311;0;1671;0
61013008;3.02.03.00;MARKETING MARCAS (CREDIT);0;3925558;0;3925558;0;0;0;3925558;1660;0
71011001;3.02.03.00;DIVIDENDOS PERCIBIDOS;39370;1118098;0;1078728;0;0;0;1078728;1660;0
71013002;3.02.03.00;UTILIDAD POR VENTAS DE ACTIVOS FIJOS;0;309453;0;309453;0;0;0;309453;1660;0
71014001;3.02.03.00;OTROS INGRESOS;23635084;23635084;0;0;0;0;0;0;1660;0
71015003;3.02.03.00;INTERESES PAGADOS PRÉSTAMOS DE BANCOS NACIONALES;47217062;134429731;0;87212669;0;0;0;87212669;1660;0
81011001;3.05.10.00;INTERESES GANADOS POR INVERSIONES FINANCIERAS;450132945;0;450132945;0;0;0;450132945;0;1664;0
81011004;3.05.10.00;OTROS INTERESES PAGADOS POR FINANCIAMIENTO;43512740;10800957;32711783;0;0;0;32711783;0;1664;0
81011005;3.05.10.00;INTERESES POR COBERTURAS DE COMERCIO EXTERIOR;30522;30522;0;0;0;0;0;0;1664;0
81011006;3.05.10.00;COSTO POR FINANCIAMIENTO;1360567;0;1360567;0;0;0;1360567;0;1671;0
81012001;3.05.10.00;GASTOS FINANCIEROS POR COBERTURAS DE COMEX;8095004;1131748;6963256;0;0;0;6963256;0;1671;0
81012002;3.05.10.00;OTROS GASTOS FINANCIEROS;30270778;9614388;20656390;0;0;0;20656390;0;1671;0
81012003;3.05.10.00;COMISION POR PAGOS EN AGENCIAS;1100000;0;1100000;0;0;0;1100000;0;1671;0
81014001;3.05.10.00;PÉRDIDA POR INVERSIONES EN EMPRESAS RELACIONADAS;60504908;42;60504866;0;0;0;60504866;0;1671;0
81017001;3.02.03.00;OTROS EGRESOS;1050691;1002817;47874;0;0;0;47874;0;1660;0
81017002;3.05.10.00;GASTOS DE EJERCICIOS ANTERIORES;2881108;0;2881108;0;0;0;2881108;0;1671;0
81022001;3.05.10.00;DIFERENCIAS DE CAMBIO POR ACTIVOS;931247601;1846218496;0;914970895;0;0;0;914970895;1671;0
81022002;3.05.10.00;DIFERENCIAS DE CAMBIO POR PASIVOS;4424848177;3418866365;1005981812;0;0;0;1005981812;0;1671;0
81022003;3.02.03.00;REDONDEO;8740;2968;5772;0;0;0;5772;0;1660;0
81023001;3.05.10.00;RESULTADOS POR UNIDADES DE REAJUSTE;95764851;97732004;0;1967153;0;0;0;1967153;1671;0
81031001;3.02.03.00;IMPUESTO A LA RENTA;159924543;129426613;30497930;0;0;0;30497930;0;1660;0
81091002;3.05.10.00;CIERRE PERIODO;10208637050;10208637050;0;0;0;0;0;0;1671;0
81091003;3.05.10.00;CTA DE PASO;38585457867;38585457867;0;0;0;0;0;0;1671;0
